zip disease count
92562 INJ 3
91770 DIA 19
90248 ALZ 1
95668 INJ 1
93644 HYP 6
91501 HTD 29
91302 DIA 0
95943 HYP 2
96020 STK 0
91326 OTH 26
92656 HOM 0
91916 HOM 0
94924 LIV 0
92009 HOM 0
91776 PNF 6
94973 SUI 0
94603 INJ 13
91040 LIV 0
92707 PNF 10
92233 SUI 0
90002 HTD 69
96065 CAN 0
95941 DIA 0
94547 HTD 20
96104 LIV 2
90304 HOM 8
92263 HYP 0
90035 STK 10
95633 PNF 0
95407 HOM 0
94939 ALZ 7
94569 PNF 0
93953 LIV 1
95051 OTH 51
92675 CLD 14
93309 HYP 7
91306 HOM 0
93618 DIA 8
92354 LIV 2
90274 OTH 28
92567 LIV 6
95358 PNF 4
92567 INJ 2
90275 HOM 0
96075 NEP 0
91910 CLD 27
91801 CAN 78
92129 HYP 0
96134 HYP 0
96025 LIV 3
93601 NEP 0
94702 NEP 0
95918 OTH 2
91978 INJ 1
94118 HTD 81
94973 STK 0
93257 ALZ 2
95005 PNF 6
90746 SUI 0
95451 HYP 0
92803 CAN 2
92612 NEP 0
92679 ALZ 2
92259 INJ 1
90066 CAN 97
94599 CAN 34
96069 CAN 1
94920 DIA 1
92320 DIA 3
95006 HYP 1
90016 PNF 9
96155 PNF 0
95832 STK 2
95223 OTH 5
93306 ALZ 16
95236 PNF 1
91709 OTH 36
95941 ALZ 0
95674 OTH 3
96064 HTD 17
92606 SUI 4
93441 HTD 2
94517 SUI 2
90062 LIV 2
94947 SUI 2
95527 HTD 1
92648 HOM 0
92058 CAN 14
94599 HYP 0
94539 OTH 41
95965 SUI 4
93066 SUI 0
94930 PNF 0
91020 NEP 0
93304 LIV 7
95017 ALZ 0
90807 HTD 88
92606 LIV 0
91335 ALZ 35
95424 HTD 0
91803 STK 17
91101 DIA 5
95110 INJ 3
93950 HTD 29
92347 CAN 2
93616 INJ 3
95449 CAN 2
95204 NEP 0
94549 SUI 2
92844 DIA 4
95409 NEP 0
91101 PNF 6
95567 LIV 0
93546 CLD 1
92505 INJ 14
96106 SUI 0
92844 HOM 0
91103 PNF 4
96056 HOM 0
94087 CAN 85
92365 HOM 1
93013 HTD 36
93631 INJ 7
95821 PNF 10
95696 STK 1
95951 INJ 1
93923 SUI 1
91406 INJ 17
95441 LIV 0
92346 LIV 5
93313 LIV 5
95660 SUI 8
90814 PNF 3
96104 HOM 0
93004 HOM 0
91402 STK 17
93218 ALZ 0
95961 CAN 35
92411 NEP 5
91702 HTD 74
94518 CAN 63
95632 CLD 10
93313 STK 13
93666 ALZ 0
93705 CLD 15
93711 PNF 5
95433 DIA 1
93239 NEP 0
95456 CAN 4
94043 CLD 3
93620 DIA 3
92570 NEP 0
93314 HOM 0
92071 OTH 55
95965 HTD 46
94014 SUI 1
93554 INJ 0
92083 HYP 3
94965 HOM 0
92007 INJ 2
95360 NEP 0
95971 ALZ 0
95132 HYP 0
95459 SUI 1
95935 SUI 0
92243 HTD 62
94970 OTH 3
95252 HYP 1
91917 HOM 0
92356 HTD 27
93921 PNF 2
94508 PNF 0
95833 DIA 4
94598 HTD 65
92606 HOM 0
95322 NEP 1
90065 CLD 8
93705 OTH 44
92582 NEP 0
90623 HTD 29
93662 OTH 37
90404 DIA 3
91915 STK 2
93622 NEP 0
94507 OTH 19
96096 CLD 0
90742 HOM 0
92084 HYP 7
92677 OTH 58
95315 OTH 9
93215 ALZ 3
92339 INJ 0
90293 CAN 17
92386 DIA 0
93249 STK 0
94121 HYP 4
95524 CAN 7
95324 CLD 2
92105 PNF 20
90703 CLD 12
93544 LIV 0
95133 LIV 3
93631 PNF 6
92555 PNF 7
95060 INJ 19
92691 INJ 10
92632 HTD 4
91741 HTD 59
91803 PNF 14
94610 HYP 2
92354 STK 18
95993 ALZ 2
92395 ALZ 6
92336 PNF 1
95020 CLD 14
92321 NEP 0
92211 HOM 1
96038 STK 1
93402 HYP 2
95229 LIV 0
92561 CLD 0
95320 LIV 0
93953 HOM 0
91776 DIA 8
94546 HYP 6
94951 CLD 1
92802 INJ 6
91405 OTH 38
94803 STK 20
94587 LIV 3
93546 HYP 0
92007 OTH 13
95118 ALZ 16
95367 OTH 20
93066 ALZ 0
93292 LIV 3
92257 HTD 14
90045 CLD 15
95228 CLD 1
90604 ALZ 5
93604 NEP 0
94536 PNF 11
95368 STK 2
95492 LIV 3
91301 LIV 2
91745 DIA 10
95832 STK 8
92254 LIV 1
92314 CAN 13
90069 LIV 2
93950 LIV 4
93267 LIV 3
92586 STK 38
92557 CAN 52
93023 INJ 8
92104 LIV 8
92365 INJ 2
94566 STK 16
94010 NEP 0
95301 CAN 44
92692 HTD 80
95135 STK 10
94553 ALZ 18
95957 NEP 0
95834 HOM 3
93247 CLD 3
95472 PNF 5
95686 STK 1
95116 NEP 0
93606 DIA 0
94030 INJ 4
95982 DIA 0
93930 OTH 6
93662 INJ 10
91030 STK 5
90301 HYP 3
92254 PNF 1
95527 NEP 0
94121 HYP 2
96087 INJ 0
95975 CAN 4
93923 ALZ 9
93292 CLD 8
93301 LIV 6
93930 CLD 6
90059 HTD 83
95458 NEP 0
92882 INJ 13
91103 OTH 34
90715 PNF 3
95960 ALZ 0
95126 ALZ 5
94043 INJ 4
90201 HTD 105
94020 HYP 1
90022 INJ 19
93449 ALZ 2
94536 HOM 0
94956 SUI 0
94087 STK 15
92604 LIV 5
95543 HOM 0
92841 INJ 4
95469 HTD 4
95966 PNF 5
95987 LIV 0
95459 CAN 2
94621 SUI 0
90220 LIV 4
92582 OTH 15
92014 HYP 0
93612 SUI 3
94065 DIA 0
94115 HYP 2
93534 CAN 67
95324 NEP 0
92804 ALZ 10
91355 DIA 2
95320 DIA 0
95693 HOM 0
94121 STK 38
95968 DIA 1
91406 NEP 0
92653 HYP 9
92139 CLD 9
94618 OTH 19
91932 SUI 3
93030 CLD 18
90638 CLD 20
95811 HYP 1
95946 HTD 38
90004 CLD 9
91101 HTD 41
92103 LIV 4
91701 HTD 53
95431 HOM 0
95436 HYP 0
90638 PNF 9
93940 CAN 65
94517 CLD 4
93010 SUI 6
92260 NEP 0
95640 HTD 17
96044 LIV 0
91505 ALZ 4
95747 HTD 85
90023 CAN 37
95482 DIA 6
94404 LIV 4
92281 NEP 0
90404 SUI 2
90046 HOM 0
95834 HTD 6
95681 HTD 2
94513 CLD 14
95379 SUI 0
95361 INJ 9
92118 SUI 2
92161 STK 0
90801 LIV 0
95360 LIV 0
91770 INJ 13
91040 DIA 2
95570 ALZ 2
93610 ALZ 6
91402 HOM 11
95206 LIV 5
92009 NEP 0
90731 ALZ 7
94920 HYP 0
90810 LIV 5
95570 SUI 1
92078 INJ 0
95467 INJ 0
96104 NEP 0
95531 DIA 8
90018 CAN 84
93950 HTD 38
93030 HYP 0
90810 HYP 5
92543 LIV 5
95560 NEP 0
93427 LIV 0
95947 HTD 4
93218 NEP 0
93726 NEP 0
93601 SUI 1
95688 HYP 0
91301 HTD 29
94568 OTH 45
95361 LIV 6
93003 CAN 92
91351 ALZ 2
92665 HTD 1
94089 HYP 5
92305 HYP 0
93203 CLD 6
92264 LIV 5
96062 INJ 0
95623 CLD 0
93422 HTD 64
95640 INJ 3
91755 SUI 3
90802 NEP 0
95820 LIV 3
94501 LIV 4
91304 PNF 5
96086 PNF 0
93226 HOM 0
94709 HTD 9
92327 HYP 0
93601 ALZ 2
92881 LIV 0
92354 LIV 0
92887 SUI 1
93562 CLD 3
94107 CAN 34
93460 PNF 0
95452 HYP 0
95832 INJ 4
95367 DIA 7
93901 OTH 56
95675 CLD 1
92408 CLD 3
95977 OTH 1
95010 SUI 2
90250 NEP 0
94133 PNF 18
93641 NEP 0
91214 DIA 2
95746 HYP 2
91046 HTD 2
91355 ALZ 13
95415 OTH 1
92358 ALZ 0
91766 OTH 33
95987 HOM 0
93544 INJ 2
96094 PNF 2
94117 PNF 1
95231 SUI 0
95354 ALZ 4
95811 INJ 1
93238 HTD 9
91205 OTH 53
91436 OTH 15
91304 INJ 11
91107 DIA 8
91601 CAN 54
94939 CLD 1
93012 CLD 25
90037 DIA 12
94561 DIA 7
94005 OTH 2
94122 HTD 105
94931 HOM 0
91606 OTH 35
95076 SUI 6
94305 ALZ 0
95386 STK 6
92210 LIV 0
93609 PNF 1
94806 OTH 88
96006 CLD 0
95662 CAN 57
92551 ALZ 2
90005 PNF 11
92647 ALZ 3
92276 DIA 1
90716 ALZ 2
92356 PNF 1
91934 LIV 0
95820 ALZ 10
91732 LIV 6
92821 OTH 37
94563 CLD 4
93543 OTH 10
94551 PNF 2
96150 CLD 8
95983 NEP 0
92056 DIA 10
95112 LIV 4
94954 HYP 0
93442 CAN 27
92660 NEP 0
90503 LIV 4
95002 SUI 0
90007 PNF 3
99999 ALZ 24
92225 INJ 12
93962 CLD 0
93701 DIA 2
92363 ALZ 0
91789 HOM 0
95134 OTH 12
94547 CLD 1
91390 NEP 2
92281 HOM 0
96093 HOM 0
95020 OTH 42
95121 CLD 7
92562 HTD 76
93292 INJ 18
95616 HOM 0
91710 CAN 97
91765 DIA 4
94085 PNF 3
93001 DIA 6
91761 HTD 48
94104 OTH 3
95421 HYP 0
93648 LIV 0
92882 PNF 17
90069 CAN 29
91201 HTD 41
95004 OTH 3
90505 HOM 0
95008 CLD 9
92105 DIA 9
93440 SUI 0
91105 INJ 2
92669 SUI 0
95963 DIA 5
90270 DIA 5
95340 DIA 21
96143 SUI 0
92075 PNF 1
94952 DIA 10
93675 PNF 3
93432 OTH 7
96008 LIV 1
95948 CAN 21
94952 PNF 8
93927 INJ 0
94005 DIA 1
90606 PNF 8
95762 STK 5
95651 HOM 1
95701 SUI 1
90020 SUI 6
95614 STK 0
92110 OTH 44
95449 ALZ 0
95838 SUI 3
95746 SUI 6
95054 NEP 0
92086 DIA 1
91709 CAN 48
91202 HOM 0
91720 OTH 31
91746 HOM 3
95482 STK 15
92545 DIA 18
91744 HYP 8
95422 PNF 12
91362 OTH 24
94005 ALZ 0
93258 HYP 1
91307 ALZ 3
94306 ALZ 8
95366 NEP 0
93667 STK 0
94533 PNF 17
95824 CLD 15
90621 HOM 1
90077 DIA 0
95825 INJ 11
93308 HTD 117
92069 HTD 130
95207 SUI 6
92110 CAN 51
92706 HYP 2
94903 ALZ 17
95953 HOM 0
93461 CLD 1
91208 INJ 6
92004 LIV 0
94803 INJ 7
95333 LIV 0
92649 STK 12
90077 CLD 4
91935 HTD 13
91790 CAN 69
90638 ALZ 8
91913 SUI 0
92646 DIA 11
93105 HOM 1
93301 LIV 4
90402 HOM 0
95957 SUI 0
96019 SUI 3
90274 DIA 2
94123 DIA 2
92618 HOM 0
91436 CLD 10
90008 OTH 55
95051 HTD 68
92056 INJ 17
92313 OTH 10
92325 CLD 8
92056 HOM 0
94560 HTD 51
92115 NEP 2
92061 DIA 1
94085 ALZ 4
92861 CAN 17
91710 ALZ 12
96024 INJ 1
92091 HOM 0
91311 HOM 2
96122 HOM 0
95659 CAN 0
92243 CAN 53
95132 ALZ 8
96013 HTD 16
92121 SUI 0
93433 ALZ 3
95528 OTH 1
91046 SUI 0
91720 CAN 2
95814 OTH 35
92692 CAN 100
96113 STK 0
93021 HYP 2
95938 NEP 0
93063 ALZ 3
92337 CLD 6
91734 INJ 1
95670 INJ 15
95954 LIV 4
92028 PNF 6
95632 HOM 0
95626 HYP 0
92127 INJ 9
94116 CLD 20
95776 LIV 1
93440 CAN 0
91355 STK 15
91360 LIV 6
96047 NEP 0
95233 LIV 0
96027 STK 0
92841 CAN 49
92139 PNF 6
94937 HTD 1
92337 INJ 5
95655 CAN 1
95630 ALZ 12
93312 HTD 62
95249 SUI 3
90220 PNF 13
94025 SUI 5
99998 PNF 36
92372 NEP 0
93227 HTD 3
95551 INJ 2
94965 LIV 2
93266 OTH 0
92270 PNF 11
95864 LIV 4
95688 PNF 6
95673 HOM 1
91741 STK 14
95380 LIV 2
96051 ALZ 0
95641 NEP 0
95674 INJ 2
96033 HYP 0
92307 SUI 4
93516 LIV 0
95237 DIA 1
92651 DIA 2
95665 STK 5
96069 SUI 1
91501 DIA 3
92509 SUI 6
93630 SUI 2
95497 DIA 1
95110 CLD 1
94563 DIA 2
95110 CAN 16
95619 INJ 1
93314 OTH 31
91406 CLD 10
91342 NEP 0
93245 HTD 40
92553 ALZ 9
95612 NEP 0
91202 HOM 0
90603 HTD 41
95303 SUI 0
91775 STK 7
90815 CAN 82
94964 HYP 1
92869 SUI 1
92329 CLD 4
94102 OTH 70
95445 HOM 0
94060 SUI 1
94596 HTD 31
95521 OTH 17
90745 NEP 0
96080 OTH 58
91709 INJ 9
90023 HOM 0
94599 CLD 13
93662 INJ 12
92352 INJ 1
92595 CLD 18
91761 OTH 34
90620 SUI 6
95683 CLD 1
93901 CLD 13
91411 LIV 2
94588 CAN 25
96161 INJ 5
95426 LIV 0
95682 SUI 1
92278 PNF 0
94521 NEP 0
90248 SUI 1
93422 STK 21
93242 HOM 0
92398 SUI 1
91942 PNF 12
95431 OTH 15
93243 OTH 3
92881 SUI 2
90280 CLD 17
92649 HTD 58
93230 LIV 11
94947 NEP 0
92845 ALZ 4
90815 PNF 9
95223 HYP 0
94580 LIV 5
95113 HYP 0
96013 NEP 0
92037 HTD 87
90805 ALZ 14
90016 HYP 7
92282 HYP 0
90292 CLD 5
95969 PNF 14
92105 HYP 3
96013 STK 6
92061 OTH 2
95023 LIV 11
95519 CLD 8
95126 OTH 38
92595 HTD 65
91915 CLD 2
92322 HTD 0
94502 LIV 0
93673 CLD 0
92101 HTD 85
93650 HOM 0
93206 SUI 0
90064 PNF 10
95668 CAN 2
92037 NEP 0
91307 INJ 16
92064 PNF 10
92106 PNF 5
94086 ALZ 8
95204 OTH 44
95673 HTD 35
91916 OTH 1
91765 PNF 7
90804 HYP 3
96109 CAN 3
94022 HTD 39
94061 CLD 9
95329 PNF 1
92545 DIA 14
94103 PNF 7
93653 CAN 4
92309 HTD 3
94597 HOM 1
94102 ALZ 2
92242 DIA 0
91204 HOM 2
92241 OTH 10
95121 ALZ 6
92653 ALZ 9
96134 HTD 2
94521 CLD 21
96027 INJ 0
94965 STK 2
94933 HOM 0
91801 HYP 4
95957 DIA 0
93274 HTD 122
92692 NEP 5
95050 SUI 3
90042 STK 23
91732 INJ 14
93534 SUI 5
91423 PNF 5
90680 HOM 5
94949 DIA 2
94924 INJ 0
92109 NEP 0
92128 DIA 4
95316 CLD 0
93227 NEP 0
95421 LIV 0
91505 LIV 5
91344 LIV 5
93239 LIV 0
92230 DIA 3
90742 DIA 0
92676 PNF 0
91423 HYP 6
95960 HYP 0
96050 STK 1
92626 LIV 1
95820 OTH 71
95348 CLD 8
93656 LIV 2
92107 DIA 2
90604 DIA 2
92113 INJ 6
95321 SUI 2
94804 SUI 5
92116 CLD 13
95547 INJ 1
92870 CAN 61
91361 STK 10
93010 LIV 8
90220 LIV 4
93505 INJ 4
90713 HTD 77
95546 ALZ 0
92249 HTD 5
94116 STK 52
95917 NEP 0
91504 HYP 3
93654 HTD 52
92240 CAN 43
90024 HTD 70
92553 PNF 6
91010 LIV 5
95626 PNF 2
95573 PNF 1
91307 DIA 9
94520 PNF 1
94952 DIA 8
96041 LIV 1
95132 CAN 53
96091 SUI 0
95822 PNF 11
90022 DIA 23
95536 STK 2
95131 INJ 4
92662 OTH 7
95039 STK 2
93616 HYP 0
91709 LIV 4
92276 OTH 11
90065 ALZ 5
92029 HYP 1
92024 CLD 16
92084 HYP 0
95032 NEP 0
91913 HTD 15
93644 STK 5
94111 INJ 2
93040 ALZ 0
90301 NEP 0
92557 OTH 38
93103 LIV 3
93544 CAN 1
95823 CLD 25
92117 INJ 12
92865 HOM 0
95991 DIA 9
95492 DIA 3
94599 CLD 8
93458 CAN 29
93036 HTD 34
94709 HTD 9
95148 ALZ 12
94551 SUI 1
92356 PNF 0
91932 NEP 0
95669 ALZ 1
92120 CLD 21
95062 NEP 0
91001 CLD 15
93626 ALZ 2
90254 CLD 7
93215 PNF 5
90291 SUI 3
92253 CLD 16
95542 HTD 4
92782 SUI 1
92231 HYP 0
95249 ALZ 1
93610 CAN 25
92365 INJ 1
94507 PNF 0
90806 ALZ 8
93701 CLD 3
92633 CAN 1
92314 DIA 1
94102 SUI 7
91746 NEP 0
96088 HYP 0
93726 STK 15
91001 SUI 3
92655 HOM 0
93921 ALZ 0
92688 ALZ 1
96073 OTH 8
94303 NEP 0
94924 CLD 1
93430 CAN 10
93012 HTD 72
95762 LIV 3
92321 NEP 0
95818 PNF 11
92067 PNF 2
94571 PNF 0
91007 INJ 0
94022 LIV 3
94037 HYP 2
93921 STK 2
93305 OTH 47
90065 HOM 0
90058 ALZ 0
96088 PNF 3
96091 CLD 1
94708 STK 6
93652 STK 0
91345 PNF 4
90222 OTH 20
90023 CLD 10
92126 NEP 0
92320 DIA 3
94506 STK 6
92844 NEP 0
93546 HOM 1
95062 NEP 4
91355 STK 10
95656 STK 2
92084 NEP 0
91204 CLD 5
95924 DIA 0
94709 INJ 0
95464 ALZ 0
92203 CAN 11
96027 INJ 0
96047 HOM 0
94404 DIA 2
92014 STK 4
94102 CAN 59
96059 CAN 2
92672 CLD 15
91205 HYP 4
93035 CAN 65
90808 HOM 0
92653 HTD 87
94129 HTD 0
93242 SUI 1
92675 LIV 5
92352 OTH 9
96120 STK 0
92056 HTD 121
94127 CLD 5
91978 HOM 1
94928 HOM 0
90403 DIA 3
90732 HTD 55
96101 DIA 3
95603 CAN 87
90606 CLD 8
91769 DIA 1
92071 NEP 2
95601 SUI 0
91913 HTD 23
95722 HOM 0
92868 HOM 1
93465 LIV 0
91411 HOM 1
93637 SUI 3
90631 HOM 0
96097 LIV 2
94542 DIA 1
91020 LIV 0
92801 STK 28
93409 PNF 0
90056 SUI 0
92655 HOM 1
93239 PNF 2
95334 CLD 3
90063 HTD 88
92833 OTH 39
92337 HOM 5
92504 OTH 65
92399 NEP 0
90057 INJ 9
91789 HYP 4
95326 OTH 10
90241 PNF 10
95962 HOM 0
90065 INJ 10
92230 HYP 0
94801 PNF 3
90005 DIA 6
92037 NEP 0
92256 HOM 0
93313 ALZ 3
94598 HTD 56
92061 CAN 6
90211 NEP 0
95547 ALZ 0
95948 HOM 0
95421 CAN 3
92274 NEP 0
95548 OTH 2
90255 OTH 44
93662 NEP 0
92630 INJ 10
95415 ALZ 1
95765 LIV 1
93711 LIV 3
95688 ALZ 6
94590 HTD 85
95605 SUI 5
92119 DIA 6
95448 STK 8
95932 HTD 27
93526 HOM 0
90046 LIV 4
92880 NEP 2
92595 STK 17
92260 HTD 125
92274 HYP 1
92803 PNF 1
95209 HOM 0
90740 CAN 112
92113 OTH 48
95497 CAN 5
95935 CLD 0
91302 CAN 38
93292 CLD 11
95037 ALZ 14
91106 HTD 37
96047 STK 1
90036 PNF 21
95688 HTD 49
93240 DIA 8
91786 CLD 21
95005 OTH 5
95337 HOM 0
92356 NEP 0
93703 OTH 58
91502 HOM 1
94534 DIA 2
91917 HOM 0
93651 HOM 0
95552 DIA 0
91790 HOM 2
91001 CAN 56
95370 PNF 11
94964 HTD 6
92645 SUI 0
91709 INJ 13
93646 HOM 2
95624 CAN 84
96148 NEP 0
92356 PNF 0
92410 LIV 9
90504 STK 16
92274 DIA 1
92124 DIA 4
93955 CLD 4
95957 LIV 1
90039 HYP 1
92179 PNF 0
92082 STK 11
95816 OTH 31
94038 DIA 0
94521 STK 26
93960 NEP 0
90402 OTH 21
94708 STK 5
91934 DIA 0
95822 PNF 10
90220 HYP 8
95363 NEP 0
95209 NEP 0
95641 LIV 0
93314 STK 5
91108 INJ 0
92069 OTH 67
91745 CLD 13
95301 SUI 3
94123 LIV 1
95472 SUI 6
93535 HTD 111
92110 HTD 72
95961 LIV 0
94514 CLD 2
90704 HYP 0
92102 DIA 14
91768 CAN 31
95449 ALZ 0
96020 NEP 0
93274 SUI 7
92844 OTH 12
93427 NEP 0
93267 INJ 4
95136 SUI 5
94559 DIA 5
93117 HYP 1
90740 HYP 4
93631 NEP 0
94304 PNF 1
94565 HOM 11
90004 STK 19
95916 CLD 1
94924 HOM 0
90048 DIA 2
91321 INJ 8
92627 PNF 11
90029 SUI 1
96107 LIV 0
96097 HTD 33
93285 DIA 2
90056 LIV 1
94555 OTH 18
92250 CAN 10
95313 SUI 0
91765 PNF 6
95560 OTH 6
96145 OTH 3
92663 INJ 5
90035 INJ 6
94603 STK 18
90712 DIA 6
92330 DIA 0
95060 HOM 0
92283 INJ 7
94957 ALZ 0
90210 INJ 5
92223 CAN 49
93612 CAN 73
92408 INJ 3
94086 DIA 4
95329 DIA 1
94702 STK 9
90220 ALZ 7
93908 DIA 1
92363 HTD 8
92651 INJ 4
95054 PNF 0
93933 LIV 2
94574 HYP 0
92337 STK 5
93309 STK 42
93940 CAN 59
95436 SUI 0
92399 LIV 8
95209 OTH 59
94507 OTH 22
95545 STK 0
95547 INJ 0
95689 LIV 0
93023 SUI 3
93652 HOM 1
93927 STK 2
95409 CLD 26
93721 ALZ 1
92234 HOM 0
92276 HYP 1
90069 HTD 44
94580 HYP 10
91364 HTD 66
93255 OTH 2
94956 STK 0
92222 CLD 0
93711 CAN 67
92201 STK 31
94552 HYP 0
93033 CLD 13
95369 CAN 0
93535 OTH 74
95526 SUI 1
93021 PNF 2
91381 HTD 12
95223 HYP 0
90247 STK 23
95248 LIV 0
95664 OTH 0
91767 HTD 90
91411 HOM 0
95690 INJ 4
95527 SUI 0
93630 CAN 12
94531 PNF 2
90292 CLD 4
92676 NEP 0
94560 HTD 49
95954 CLD 10
92281 NEP 0
92844 CLD 10
92324 CAN 65
92629 HTD 59
94130 CAN 1
93291 INJ 18
90804 SUI 5
91773 PNF 22
95826 CAN 53
92253 HOM 0
92354 PNF 4
93442 ALZ 10
94901 ALZ 4
95776 NEP 0
92562 PNF 7
96084 SUI 0
92780 OTH 36
95076 DIA 5
93238 ALZ 2
90013 INJ 10
94545 HOM 0
95691 HYP 0
95631 ALZ 0
94514 PNF 0
93635 HYP 5
94591 HYP 0
93205 CLD 4
94536 CAN 116
93015 HOM 0
90250 HYP 0
94606 OTH 55
95454 STK 3
93920 OTH 1
90801 HOM 0
92701 OTH 27
93921 OTH 12
94804 PNF 8
90603 CLD 7
91105 SUI 2
95065 DIA 3
90810 NEP 4
91746 HTD 44
95618 CLD 5
91916 ALZ 0
94115 ALZ 12
90630 CLD 19
95116 INJ 10
93705 OTH 67
94519 HOM 1
96024 HOM 0
92687 HOM 0
93004 ALZ 3
93513 LIV 0
95979 CAN 0
95437 HOM 0
91789 CLD 12
91320 OTH 42
90402 HOM 0
91780 OTH 41
95589 CLD 0
93933 HOM 0
95386 LIV 2
92225 STK 12
95465 CAN 3
95673 CAN 38
92256 SUI 1
94585 NEP 2
93433 LIV 1
95237 HOM 0
94086 INJ 8
91106 DIA 4
95659 CLD 1
90815 CAN 69
91204 PNF 8
90605 DIA 16
96064 ALZ 0
96024 ALZ 0
95431 SUI 0
93422 ALZ 8
91790 CAN 77
91931 DIA 0
90059 DIA 11
92257 CLD 1
91104 STK 17
91914 PNF 0
92393 HYP 1
96050 LIV 1
95070 INJ 6
92570 DIA 12
92401 STK 0
93514 DIA 5
90803 PNF 1
95966 ALZ 36
91606 DIA 10
94612 STK 5
92241 CLD 9
95135 OTH 18
92401 CLD 1
93555 INJ 15
95111 NEP 2
94107 STK 9
94565 INJ 28
99999 NEP 0
93110 PNF 4
95437 SUI 1
94530 PNF 4
95129 CLD 14
93930 CLD 3
94605 HYP 0
93562 HTD 6
96048 CAN 1
90232 STK 8
92040 PNF 5
93221 DIA 2
92277 HYP 4
92123 DIA 7
93501 NEP 0
92624 NEP 0
93003 ALZ 13
91786 SUI 7
96118 LIV 0
92058 CLD 5
95497 NEP 0
92372 DIA 3
90255 OTH 43
94566 LIV 7
95551 PNF 0
94603 SUI 1
95134 LIV 1
90660 HYP 6
93907 INJ 4
96041 CAN 6
95301 STK 18
92240 DIA 3
96020 LIV 0
92251 DIA 2
95365 INJ 1
90274 ALZ 3
93274 SUI 5
94404 OTH 28
92111 ALZ 14
96008 HTD 2
93620 CAN 9
92647 ALZ 9
95046 STK 1
95439 HYP 1
93265 HYP 2
94503 DIA 5
93626 OTH 3
92643 HYP 0
93401 HTD 48
92131 NEP 0
91708 HTD 0
95220 HYP 1
92395 CAN 59
95310 HYP 0
94973 HOM 0
92201 PNF 9
91203 SUI 0
95817 HYP 5
95627 CLD 0
94015 CAN 106
94569 NEP 0
93441 DIA 0
95665 HYP 0
95456 DIA 0
94105 HOM 0
95207 HOM 2
95630 SUI 8
94954 SUI 3
94002 HOM 0
91767 HYP 9
92241 OTH 17
93270 CLD 1
92865 NEP 0
95225 NEP 0
95693 NEP 0
93618 STK 12
93033 INJ 15
91801 CLD 24
95374 PNF 1
94070 CLD 5
94506 HTD 18
94608 CLD 10
93611 CLD 23
95551 INJ 0
90063 CAN 54
93705 LIV 8
91607 HTD 67
95835 HOM 0
95361 PNF 7
93920 HTD 1
95939 HTD 0
94568 SUI 1
96028 NEP 0
95614 PNF 0
92629 PNF 5
93040 OTH 4
95776 HYP 4
93926 NEP 0
92282 CAN 1
90240 INJ 5
95673 STK 8
91755 HOM 0
92870 HOM 0
90013 HTD 25
95843 HYP 3
91361 HYP 0
94596 ALZ 14
95247 HTD 9
93606 HYP 0
92008 LIV 3
90038 HTD 51
94086 SUI 6
95315 CLD 1
95555 CAN 1
95439 LIV 0
95831 SUI 4
96143 HOM 0
94104 INJ 1
95355 CLD 24
95224 HOM 0
94707 SUI 1
94110 OTH 66
91770 LIV 7
92660 INJ 12
93727 OTH 112
95031 CLD 0
95918 STK 0
92662 HTD 15
92833 HYP 6
91311 PNF 11
93250 ALZ 0
92653 OTH 55
95227 INJ 1
95391 CLD 1
90716 PNF 1
93304 CLD 27
94702 LIV 1
92325 CAN 15
94559 HYP 1
94117 STK 9
91506 SUI 3
95567 ALZ 0
95340 HTD 113
95306 OTH 0
93701 HYP 1
95123 LIV 7
95924 ALZ 0
93728 DIA 10
95627 NEP 0
95338 CLD 8
92561 STK 0
92557 OTH 46
92301 HTD 42
93451 HYP 1
92677 LIV 7
92401 STK 0
92802 HYP 1
93428 STK 7
94028 SUI 1
92008 CLD 9
94552 PNF 0
95465 INJ 1
96137 CAN 11
94618 LIV 1
92392 PNF 13
95552 HTD 0
96104 ALZ 0
95621 CLD 30
95423 PNF 3
95215 CLD 17
94542 HOM 0
94598 LIV 1
94121 STK 22
90056 ALZ 1
94525 CAN 10
95666 DIA 0
91801 PNF 31
95928 CAN 54
95947 HTD 5
91737 LIV 2
93267 LIV 0
93720 HYP 2
93518 LIV 0
95458 DIA 2
90621 OTH 25
95765 CLD 7
95971 HYP 0
95210 SUI 3
90046 HOM 6
90815 OTH 58
91724 ALZ 4
91935 NEP 0
93066 DIA 0
95391 INJ 0
95255 CAN 5
95322 HTD 21
90723 PNF 6
94602 HTD 28
95713 PNF 1
95982 STK 2
90028 NEP 2
95833 OTH 34
94038 NEP 0
94025 OTH 53
93637 OTH 40
95019 SUI 0
90255 NEP 7
95757 STK 13
90304 CLD 3
95669 HOM 0
95075 HTD 0
93906 CLD 8
93108 NEP 0
95573 DIA 0
94603 PNF 7
94583 HOM 2
93309 HOM 6
92807 ALZ 8
93460 CAN 7
93626 CLD 0
91744 HYP 8
95833 HOM 1
92126 DIA 6
94065 STK 4
95310 LIV 0
95327 LIV 0
95327 OTH 15
92887 STK 6
93706 HOM 15
92808 STK 3
95819 CAN 32
93551 CAN 53
93950 INJ 7
91945 HTD 52
95565 OTH 2
92071 STK 16
92078 HOM 0
91001 SUI 3
93527 HOM 0
94602 CAN 47
90220 CLD 24
93527 HTD 7
92067 DIA 0
95469 NEP 1
91106 HYP 1
96057 OTH 1
